2theta	Theorical_peaks	2theta	Intensity	2theta	Intensity	2theta	Intensity	2theta	Intensity	2theta	Intensity
deg	a.u.	deg	a.u.	deg	a.u.	deg	a.u.	deg	a.u.	deg	a.u.
2H-WSe2	2H-WSe2	x=0%, d =4%	x=0%, d =4%	x=1.0%, d =1%	x=1.0%, d =1%	x=1.4%, d =9% 	x=1.4%, d =9% 	x=7.6%, d =38%	x=7.6%, d =38%	x=15%, d =21%	x=15%, d =21%
		63.48165	0.0020723233509493	63.48165	1.11039391733398	63.48165	2.00844735800079	63.48165	3.01386772325511	49.9	4.12930608537693
		63.50795	0.00296046192992763	63.50795	1.11083879317318	63.50795	2.00831536803203	63.50795	3.01744894849131	49.92	4.12836148955495
		63.53425	0.00255676257584655	63.53425	1.10974682520424	63.53425	2.00884332790708	63.53425	3.01485827491618	49.94	4.12741689373297
		63.56055	0.00255676257584655	63.56055	1.10962549542991	63.56055	2.00888732456333	63.56055	3.01508686376105	49.96	4.12930608537693
		63.58685	0.00290663534938339	63.58685	1.10922106284882	63.58685	2.00932729112587	63.58685	3.01554404145078	49.98	4.13025068119891
		63.61315	0.00374094734781758	63.61315	1.10986815497857	63.61315	2.00928329446962	63.61315	3.01737275220969	50	4.1307229791099
		63.63945	0.00258367586611861	63.63945	1.11027258755965	63.63945	2.0090193145321	63.63945	3.01912526668699	50.02	4.12930608537693
		63.66575	0.00274515560775099	63.66575	1.10962549542991	63.66575	2.00941528443838	63.66575	3.01470588235294	50.04	4.12788919164396
		63.69205	0.00252984928557448	63.69205	1.11144544204481	63.69205	2.01011923093845	63.69205	3.01440109722646	50.06	4.13166757493188
		63.71835	0.00279898218829512	63.71835	1.10974682520424	63.71835	2.00941528443838	63.71835	3.01615361170375	50.08	4.12741689373297
		63.74465	0.00204541006067724	63.74465	1.10970638194613	63.74465	2.00866734128206	63.74465	3.01508686376105	50.1	4.13119527702089
		63.77095	0.00174936386768448	63.77095	1.11039391733398	63.77095	2.0095912710634	63.77095	3.01752514477294	50.12	4.12883378746594
		63.79725	0.00279898218829512	63.79725	1.1095850521718	63.79725	2.00976725768842	63.79725	3.01805851874429	50.14	4.1307229791099
		63.82355	0.00261058915639068	63.82355	1.11063657688263	63.82355	2.0085353513133	63.82355	3.01424870466321	50.16	4.12836148955495
		63.84985	0.00212614993149344	63.84985	1.11128366901238	63.84985	2.00800739143825	63.84985	3.01615361170375	50.18	4.12930608537693
		63.87615	0.00277206889802305	63.87615	1.11067702014074	63.87615	2.00950327775089	63.87615	3.01569643401402	50.2	4.12836148955495
		63.90245	0.00333724799373657	63.90245	1.10978726846235	63.90245	2.00945928109464	63.90245	3.01417250838159	50.22	4.13025068119891
		63.92875	0.00296046192992763	63.92875	1.10950416565559	63.92875	2.00923929781337	63.92875	3.01622980798537	50.24	4.12883378746594
		63.95505	0.00261058915639068	63.95505	1.10998948475289	63.95505	2.00787540146949	63.95505	3.01523925632429	50.26	4.13119527702089
		63.98135	0.00293354863965546	63.98135	1.11108145272183	63.98135	2.0085353513133	63.98135	3.01516306004267	50.28	4.12836148955495
		64.00765	0.0031488549618321	64.00765	1.11043436059209	64.00765	2.00871133793832	64.00765	3.01683937823834	50.3	4.12788919164396
		64.03395	0.00336416128400864	64.03395	1.110029928011	64.03395	2.007963394782	64.03395	3.0156202377324	50.32	4.12930608537693
		64.06025	0.00322959483264831	64.06025	1.10986815497857	64.06025	2.01003123762594	64.06025	3.01523925632429	50.34	4.12930608537693
		64.08655	8.0739870816207E-4	64.08655	1.11023214430155	64.08655	2.00875533459457	64.08655	3.01569643401402	50.36	4.12977838328792
		64.11285	0.0020723233509493	64.11285	1.11023214430155	64.11285	2.00857934796955	64.11285	3.01676318195672	50.38	4.13119527702089
		64.13915	0.00217997651203759	64.13915	1.11023214430155	64.13915	2.00888732456333	64.13915	3.01577263029564	50.4	4.12836148955495
		64.16545	0.00150714425523586	64.16545	1.11059613362452	64.16545	2.0095912710634	64.16545	3.01447729350808	50.42	4.12788919164396
		64.19175	0.00172245057741241	64.19175	1.10881663026773	64.19175	2.00906331118835	64.19175	3.01630600426699	50.44	4.12788919164396
		64.21805	0.0031488549618321	64.21805	1.110029928011	64.21805	2.01069118746975	64.21805	3.01615361170375	50.46	4.12930608537693
		64.24435	0.00368712076727345	64.24435	1.1109601229475	64.24435	2.00827137137578	64.24435	3.01645839683023	50.48	4.12930608537693
		64.27065	0.00285280876883925	64.27065	1.10998948475289	64.27065	2.00734744159444	64.27065	3.01645839683023	50.5	4.12788919164396
		64.29695	0.00247602270503034	64.29695	1.11035347407587	64.29695	2.00972326103216	64.29695	3.01523925632429	50.52	4.13025068119891
		64.32325	0.00304120180074383	64.32325	1.10918061959071	64.32325	2.00906331118835	64.32325	3.01501066747943	50.54	4.13025068119891
		64.34955	0.00309502838128797	64.34955	1.10966593868802	64.34955	2.00945928109464	64.34955	3.01638220054861	50.56	4.13166757493188
		64.37585	0.00269132902720689	64.37585	1.10885707352584	64.37585	2.01055919750099	64.37585	3.01508686376105	50.58	4.12930608537693
		64.40215	0.00277206889802305	64.40215	1.10938283588126	64.40215	2.00844735800079	64.40215	3.01501066747943	50.6	4.12788919164396
		64.42845	0.00220688980230965	64.42845	1.10942327913937	64.42845	2.00967926437591	64.42845	3.01470588235294	50.62	4.12836148955495
		64.45475	0.00293354863965546	64.45475	1.10962549542991	64.45475	2.00928329446962	64.45475	3.01447729350808	50.64	4.12977838328792
		64.48105	0.00258367586611861	64.48105	1.11007037126911	64.48105	2.00945928109464	64.48105	3.01645839683023	50.66	4.13119527702089
		64.50735	0.00279898218829512	64.50735	1.10926150610693	64.50735	2.01047120418848	64.50735	3.01638220054861	50.68	4.12836148955495
		64.53365	0.00392934037972205	64.53365	1.11035347407587	64.53365	2.01007523428219	64.53365	3.0156202377324	50.7	4.13261217075386
		64.55995	0.00290663534938339	64.55995	1.11059613362452	64.55995	2.00827137137578	64.55995	3.01470588235294	50.72	4.12930608537693
		64.58625	0.00309502838128797	64.58625	1.11011081452722	64.58625	2.00827137137578	64.58625	3.01554404145078	50.74	4.12883378746594
		64.61255	0.00360638089645725	64.61255	1.11019170104344	64.61255	2.01007523428219	64.61255	3.01714416336483	50.76	4.12788919164396
		64.63885	0.00322959483264831	64.63885	1.1109601229475	64.63885	2.00941528443838	64.63885	3.01493447119781	50.78	4.12836148955495
		64.66515	0.00422538657271479	64.66515	1.10986815497857	64.66515	2.00954727440715	64.66515	3.01295336787565	50.8	4.12977838328792
		64.69145	0.00290663534938339	64.69145	1.10946372239748	64.69145	2.00915130450086	64.69145	3.01737275220969	50.82	4.12977838328792
		64.71775	0.00349872773536898	64.71775	1.10869530049341	64.71775	2.01077918078226	64.71775	3.01760134105456	50.84	4.13213987284287
		64.74405	0.00196467018986103	64.74405	1.10930194936504	64.74405	2.00945928109464	64.74405	3.01462968607132	50.86	4.13025068119891
		64.77035	0.00266441573693482	64.77035	1.11039391733398	64.77035	2.00831536803203	64.77035	3.01508686376105	50.88	4.13261217075386
		64.79665	0.00360638089645725	64.79665	1.11015125778533	64.79665	2.0095912710634	64.79665	3.01539164888753	50.9	4.13166757493188
		64.82295	0.00344490115482484	64.82295	1.11023214430155	64.82295	2.00888732456333	64.82295	3.01782992989942	50.92	4.1307229791099
		64.84925	0.00322959483264831	64.84925	1.10946372239748	64.84925	2.00923929781337	64.84925	3.01630600426699	50.94	4.1307229791099
		64.87555	0.00368712076727345	64.87555	1.11035347407587	64.87555	2.01020722425096	64.87555	3.01691557451996	50.96	4.12977838328792
		64.90185	0.00296046192992763	64.90185	1.110029928011	64.90185	2.00866734128206	64.90185	3.01584882657726	50.98	4.13166757493188
		64.92815	0.00217997651203759	64.92815	1.11071746339885	64.92815	2.0091073078446	64.92815	3.01554404145078	51	4.13119527702089
		64.95445	0.00376786063808965	64.95445	1.10978726846235	64.95445	2.00893132121959	64.95445	3.01729655592807	51.02	4.12930608537693
		64.98075	0.00347181444509691	64.98075	1.10869530049341	64.98075	2.00893132121959	64.98075	3.01744894849131	51.04	4.13025068119891
		65.00705	0.00196467018986103	65.00705	1.10954460891369	65.00705	2.00818337806327	65.00705	3.02118256629077	51.06	4.12883378746594
		65.03335	0.0020723233509493	65.03335	1.11055569036642	65.03335	2.00862334462581	65.03335	3.01760134105456	51.08	4.1307229791099
		65.05965	0.00325650812292037	65.05965	1.11039391733398	65.05965	2.00967926437591	65.05965	3.01935385553185	51.1	4.13213987284287
		65.08595	0.00252984928557448	65.08595	1.110029928011	65.08595	2.00989924765718	65.08595	3.01996342578482	51.12	4.12883378746594
		65.11225	0.00191084360931689	65.11225	1.11039391733398	65.11225	2.01011923093845	65.11225	3.02255409935995	51.14	4.1307229791099
		65.13855	0.00322959483264831	65.13855	1.11051524710831	65.13855	2.00879933125082	65.13855	3.02255409935995	51.16	4.13213987284287
		65.16485	0.00204541006067724	65.16485	1.11100056620561	65.16485	2.00791939812574	65.16485	3.02491618409022	51.18	4.12977838328792
		65.19115	0.00279898218829512	65.19115	1.11197120440023	65.19115	2.01060319415724	65.19115	3.0262877171594	51.2	4.12930608537693
		65.21745	0.00247602270503034	65.21745	1.11031303081776	65.21745	2.00972326103216	65.21745	3.02788783907345	51.22	4.12883378746594
		65.24375	0.00263750244666275	65.24375	1.10978726846235	65.24375	2.00998724096969	65.24375	3.02666869856751	51.24	4.13025068119891
		65.27005	0.00244910941475827	65.27005	1.10990859823667	65.27005	2.01020722425096	65.27005	3.02895458701615	51.26	4.13119527702089
		65.29635	0.00226071638285379	65.29635	1.11043436059209	65.29635	2.00906331118835	65.29635	3.02819262419994	51.28	4.12883378746594
		65.32265	0.00290663534938339	65.32265	1.11108145272183	65.32265	2.00893132121959	65.32265	3.0301737275221	51.3	4.1307229791099
		65.34895	0.00347181444509691	65.34895	1.11148588530292	65.34895	2.0095912710634	65.34895	3.02887839073453	51.32	4.12883378746594
		65.37525	0.00347181444509691	65.37525	1.11197120440023	65.37525	2.00919530115711	65.37525	3.03558366351722	51.34	4.12741689373297
		65.40155	0.00290663534938339	65.40155	1.11160721507725	65.40155	2.00937128778213	65.40155	3.03245961597074	51.36	4.13119527702089
		65.42785	0.00325650812292037	65.42785	1.11302272911106	65.42785	2.00857934796955	65.42785	3.03360256019506	51.38	4.12836148955495
		65.45415	0.00290663534938339	65.45415	1.11164765833536	65.45415	2.00941528443838	65.45415	3.03497409326425	51.4	4.13261217075386
		65.48045	0.00274515560775099	65.48045	1.10986815497857	65.48045	2.01051520084474	65.48045	3.03611703748857	51.42	4.12977838328792
		65.50675	0.00339107457428071	65.50675	1.11225430720699	65.50675	2.00906331118835	65.50675	3.03482170070101	51.44	4.1307229791099
		65.53305	0.00301428851047177	65.53305	1.11067702014074	65.53305	2.0095912710634	65.53305	3.02971654983237	51.46	4.13025068119891
		65.55935	0.00390242708944999	65.55935	1.11132411227048	65.55935	2.00840336134454	65.55935	3.02712587625724	51.48	4.12883378746594
		65.58565	0.0020723233509493	65.58565	1.11189031788401	65.58565	2.00989924765718	65.58565	3.02727826882048	51.5	4.12977838328792
		65.61195	0.00382168721863378	65.61195	1.11128366901238	65.61195	2.00932729112587	65.61195	3.0284212130448	51.52	4.1307229791099
		65.63825	0.00349872773536898	65.63825	1.11051524710831	65.63825	2.01042720753223	65.63825	3.02765925022859	51.54	4.13119527702089
		65.66455	0.00339107457428071	65.66455	1.11055569036642	65.66455	2.01047120418848	65.66455	3.0248399878086	51.56	4.13119527702089
		65.69085	0.00320268154237624	65.69085	1.11059613362452	65.69085	2.01077918078226	65.69085	3.02453520268211	51.58	4.13261217075386
		65.71715	0.00223380309258172	65.71715	1.11225430720699	65.71715	2.01051520084474	65.71715	3.02194452910698	51.6	4.12788919164396
		65.74345	0.00287972205911132	65.74345	1.11201164765834	65.74345	2.00945928109464	65.74345	3.02255409935995	51.62	4.13119527702089
		65.76975	0.00290663534938339	65.76975	1.11031303081776	65.76975	2.01055919750099	65.76975	3.02118256629077	51.64	4.12977838328792
		65.79605	0.00355255431591311	65.79605	1.10990859823667	65.79605	2.01113115403229	65.79605	3.02133495885401	51.66	4.12977838328792
		65.82235	0.00355255431591311	65.82235	1.11116233923805	65.82235	2.01143913062607	65.82235	3.01813471502591	51.68	4.13025068119891
		65.84865	0.00309502838128797	65.84865	1.11116233923805	65.84865	2.01104316071979	65.84865	3.01935385553185	51.7	4.1307229791099
		65.87495	0.00304120180074383	65.87495	1.10998948475289	65.87495	2.0095912710634	65.87495	3.01821091130753	51.72	4.12930608537693
		65.90125	0.0030681150910159	65.90125	1.11043436059209	65.90125	2.01117515068855	65.90125	3.01752514477294	51.74	4.13025068119891
		65.92755	0.00333724799373657	65.92755	1.11172854485157	65.92755	2.01253904703243	65.92755	3.01866808899726	51.76	4.1307229791099
		65.95385	0.00379477392836172	65.95385	1.11124322575427	65.95385	2.01368296009503	65.95385	3.01584882657726	51.78	4.12883378746594
		65.98015	0.00255676257584655	65.98015	1.11120278249616	65.98015	2.01346297681376	65.98015	3.01569643401402	51.8	4.1307229791099
		66.00645	0.0024221961244862	66.00645	1.11221386394888	66.00645	2.01394694003256	66.00645	3.01394391953673	51.82	4.12930608537693
		66.03275	0.00392934037972205	66.03275	1.11302272911106	66.03275	2.01548682300145	66.03275	3.01531545260591	51.84	4.13119527702089
		66.05905	0.00444069289489133	66.05905	1.1136698212408	66.05905	2.01377095340754	66.05905	3.01592502285888	51.86	4.12836148955495
		66.08535	0.00457525934625167	66.08535	1.11362937798269	66.08535	2.01517884640767	66.08535	3.01546784516916	51.88	4.13025068119891
		66.11165	0.00414464670189859	66.11165	1.11290139933673	66.11165	2.01447489990761	66.11165	3.01661078939348	51.9	4.13261217075386
		66.13795	0.00435995302407513	66.13795	1.11524710830705	66.13795	2.01399093668881	66.13795	3.01790612618104	51.92	4.1307229791099
		66.16425	0.005867097279311	66.16425	1.11516622179083	66.16425	2.0139029433763	66.16425	3.01592502285888	51.94	4.12977838328792
		66.19055	0.00384860050890585	66.19055	1.11569198414624	66.19055	2.0117031105636	66.19055	3.01706796708321	51.96	4.13025068119891
		66.21685	0.00438686631434719	66.21685	1.11662217908275	66.21685	2.01359496678252	66.21685	3.01737275220969	51.98	4.13308446866485
		66.24315	0.00543648463495793	66.24315	1.11690528188951	66.24315	2.0143869065951	66.24315	3.01638220054861	52	4.13213987284287
		66.26945	0.00479056566842831	66.26945	1.11791636334223	66.26945	2.01421091997008	66.26945	3.01478207863456	52.02	4.13261217075386
		66.29575	0.00546339792522999	66.29575	1.11633907627598	66.29575	2.0139029433763	66.29575	3.01661078939348	52.04	4.1307229791099
		66.32205	0.00551722450577413	66.32205	1.11815902289088	66.32205	2.01302301025122	66.32205	3.01424870466321	52.06	4.1307229791099
		66.34835	0.00546339792522999	66.34835	1.11803769311656	66.34835	2.01218707378239	66.34835	3.01379152697348	52.08	4.13119527702089
		66.37465	0.00489821882951658	66.37465	1.11694572514762	66.37465	2.01192309384487	66.37465	3.01607741542213	52.1	4.13025068119891
		66.40095	0.00522117831278139	66.40095	1.1177545903098	66.40095	2.01099916406353	66.40095	3.01539164888753	52.12	4.13402906448683
		66.42725	0.00425229986298686	66.42725	1.11666262234086	66.42725	2.01240705706366	66.42725	3.01546784516916	52.14	4.1307229791099
		66.45355	0.00487130553924451	66.45355	1.11674350885707	66.45355	2.01077918078226	66.45355	3.0156202377324	52.16	4.13119527702089
		66.47985	0.00290663534938339	66.47985	1.11682439537329	66.47985	2.01157112059484	66.47985	3.01683937823834	52.18	4.13261217075386
		66.50615	0.00417155999217066	66.50615	1.11407425382189	66.50615	2.0095912710634	66.50615	3.01409631209997	52.2	4.12977838328792
		66.53245	0.00357946760618518	66.53245	1.11362937798269	66.53245	2.01029521756347	66.53245	3.0166869856751	52.22	4.13119527702089
		66.55875	0.00282589547856719	66.55875	1.1150448920165	66.55875	2.00871133793832	66.55875	3.01683937823834	52.24	4.1307229791099
		66.58505	0.00417155999217066	66.58505	1.11423602685432	66.58505	2.01020722425096	66.58505	3.01363913441024	52.26	4.13119527702089
		66.61135	0.00368712076727345	66.61135	1.11245652349753	66.61135	2.00954727440715	66.61135	3.01478207863456	52.28	4.1354459582198
		66.63765	0.00349872773536898	66.63765	1.1127396263043	66.63765	2.01047120418848	66.63765	3.01409631209997	52.3	4.13308446866485
		66.66395	0.00409082012135445	66.66395	1.11148588530292	66.66395	2.00981125434467	66.66395	3.01447729350808	52.32	4.1307229791099
		66.69025	0.00384860050890585	66.69025	1.11136455552859	66.69025	2.00963526771965	66.69025	3.01653459311186	52.34	4.12977838328792
		66.71655	0.00336416128400864	66.71655	1.11148588530292	66.71655	2.01011923093845	66.71655	3.01630600426699	52.36	4.13213987284287
		66.74285	0.00336416128400864	66.74285	1.10970638194613	66.74285	2.00805138809451	66.74285	3.01554404145078	52.38	4.13119527702089
		66.76915	0.00252984928557448	66.76915	1.11152632856103	66.76915	2.00950327775089	66.76915	3.013486741847	52.4	4.13308446866485
		66.79545	0.00282589547856719	66.79545	1.11035347407587	66.79545	2.00857934796955	66.79545	3.01653459311186	52.42	4.1307229791099
		66.82175	0.00287972205911132	66.82175	1.10978726846235	66.82175	2.00871133793832	66.82175	3.0166869856751	52.44	4.13261217075386
		66.84805	0.00347181444509691	66.84805	1.11063657688263	66.84805	2.00985525100092	66.84805	3.01226760134105	52.46	4.13119527702089
		66.87435	0.00236836954394207	66.87435	1.10946372239748	66.87435	2.0091073078446	66.87435	3.01379152697348	52.48	4.13497366030881
		66.90065	0.00223380309258172	66.90065	1.10938283588126	66.90065	2.0095912710634	66.90065	3.01622980798537	52.5	4.1307229791099
		66.92695	0.00304120180074383	66.92695	1.10938283588126	66.92695	2.00976725768842	66.92695	3.01714416336483	52.52	4.13402906448683
		66.95325	0.00174936386768448	66.95325	1.11063657688263	66.95325	2.00888732456333	66.95325	3.01569643401402	52.54	4.1354459582198
		66.97955	0.00349872773536898	66.97955	1.10990859823667	66.97955	2.00919530115711	66.97955	3.01569643401402	52.56	4.14300272479564
		67.00585	0.00285280876883925	67.00585	1.10930194936504	67.00585	2.00835936468828	67.00585	3.01508686376105	52.58	4.14300272479564
		67.03215	0.00212614993149344	67.03215	1.10918061959071	67.03215	2.00928329446962	67.03215	3.01462968607132	52.6	4.13875204359673
		67.05845	0.00266441573693482	67.05845	1.10978726846235	67.05845	2.0085353513133	67.05845	3.01493447119781	52.62	4.13780744777475
		67.08475	0.00374094734781758	67.08475	1.10986815497857	67.08475	2.00813938140701	67.08475	3.0156202377324	52.64	4.1354459582198
		67.11105	0.00217997651203759	67.11105	1.11019170104344	67.11105	2.00941528443838	67.11105	3.01676318195672	52.66	4.13969663941871
		67.13735	0.00228762967312585	67.13735	1.11015125778533	67.13735	2.00923929781337	67.13735	3.01714416336483	52.68	4.13591825613079
		67.16365	0.00258367586611861	67.16365	1.11083879317318	67.16365	2.00989924765718	67.16365	3.01699177080158	52.7	4.13497366030881
		67.18995	0.00293354863965546	67.18995	1.10901884655828	67.18995	2.00985525100092	67.18995	3.01470588235294	52.72	4.13355676657584
		67.21625	0.00344490115482484	67.21625	1.11023214430155	67.21625	2.00937128778213	67.21625	3.01729655592807	52.74	4.13166757493188
		67.24255	0.00312194167156004	67.24255	1.10946372239748	67.24255	2.00972326103216	67.24255	3.01417250838159	52.76	4.13308446866485
		67.26885	0.00411773341162652	67.26885	1.10905928981639	67.26885	2.0090193145321	67.26885	3.01417250838159	52.78	4.13308446866485
		67.29515	0.00239528283421413	67.29515	1.11067702014074	67.29515	2.00756742487571	67.29515	3.01554404145078	52.8	4.13025068119891
		67.32145	0.00287972205911132	67.32145	1.10978726846235	67.32145	2.00875533459457	67.32145	3.01722035964645	52.82	4.13025068119891
		67.34775	0.00349872773536898	67.34775	1.11071746339885	67.34775	2.00928329446962	67.34775	3.01683937823834	52.84	4.12930608537693
		67.37405	0.00368712076727345	67.37405	1.11051524710831	67.37405	2.0091073078446	67.37405	3.0145534897897	52.86	4.13166757493188
		67.40035	0.00287972205911132	67.40035	1.10897840330017	67.40035	2.0095912710634	67.40035	3.01714416336483	52.88	4.13119527702089
		67.42665	0.0024221961244862	67.42665	1.10877618700963	67.42665	2.00875533459457	67.42665	3.01462968607132	52.9	4.1307229791099
		67.45295	0.00360638089645725	67.45295	1.10986815497857	67.45295	2.00906331118835	67.45295	3.01661078939348	52.92	4.13119527702089
		67.47925	0.00287972205911132	67.47925	1.11035347407587	67.47925	2.00954727440715	67.47925	3.01333434928376	52.94	4.13355676657584
		67.50555	0.00274515560775099	67.50555	1.10946372239748	67.50555	2.01011923093845	67.50555	3.01508686376105	52.96	4.13402906448683
		67.53185	0.00322959483264831	67.53185	1.10946372239748	67.53185	2.00871133793832	67.53185	3.01744894849131	52.98	4.13261217075386
		67.55815	0.00366020747700138	67.55815	1.11023214430155	67.55815	2.00972326103216	67.55815	3.01386772325511	53	4.13213987284287
		67.58445	0.00317576825210417	67.58445	1.1086548572353	67.58445	2.00831536803203	67.58445	3.01470588235294	53.02	4.13213987284287
		67.61075	0.00271824231747896	67.61075	1.10922106284882	67.61075	2.01003123762594	67.61075	3.0177537336178	53.04	4.13450136239782
		67.63705	0.00252984928557448	67.63705	1.10986815497857	67.63705	2.00769941484447	67.63705	3.01638220054861	53.06	4.13355676657584
		67.66335	0.00164171070659621	67.66335	1.10853352746097	67.66335	2.01091117075102	67.66335	3.01523925632429	53.08	4.13355676657584
		67.68965	0.00220688980230965	67.68965	1.10934239262315	67.68965	2.00884332790708	67.68965	3.01516306004267	53.1	4.13166757493188
		67.71595	0.00349872773536898	67.71595	1.10857397071908	67.71595	2.00875533459457	67.71595	3.0166869856751	53.12	4.13355676657584
		67.74225	0.00282589547856719	67.74225	1.10990859823667	67.74225	2.0091073078446	67.74225	3.01379152697348	53.14	4.1307229791099
		67.76855	0.00212614993149344	67.76855	1.10994904149478	67.76855	2.00937128778213	67.76855	3.01493447119781	53.16	4.13355676657584
		67.79485	0.00169553728714034	67.79485	1.11007037126911	67.79485	2.00871133793832	67.79485	3.01470588235294	53.18	4.13213987284287
		67.82115	0.00271824231747896	67.82115	1.11087923643129	67.82115	2.00818337806327	67.82115	3.01653459311186	53.2	4.12977838328792
		67.84745	0.00258367586611861	67.84745	1.10784599207312	67.84745	2.00941528443838	67.84745	3.01600121914051	53.22	4.12836148955495
		67.87375	0.00212614993149344	67.87375	1.11083879317318	67.87375	2.00893132121959	67.87375	3.01653459311186	53.24	4.13780744777475
		67.90005	0.00220688980230965	67.90005	1.1104748038502	67.90005	2.0090193145321	67.90005	3.01600121914051	53.26	4.13213987284287
		67.92635	0.00217997651203759	67.92635	1.10962549542991	67.92635	2.00791939812574	67.92635	3.01531545260591	53.28	4.13261217075386
		67.95265	0.0030681150910159	67.95265	1.10901884655828	67.95265	2.00857934796955	67.95265	3.01546784516916	53.3	4.13308446866485
		67.97895	0.00150714425523586	67.97895	1.11087923643129	67.97895	2.00897531787584	67.97895	3.01493447119781	53.32	4.13497366030881
		68.00525	0.00271824231747896	68.00525	1.11015125778533	68.00525	2.00897531787584	68.00525	3.01341054556538	53.34	4.13213987284287
		68.03155	0.0020723233509493	68.03155	1.10954460891369	68.03155	2.00932729112587	68.03155	3.01394391953673	53.36	4.13025068119891
		68.05785	0.00269132902720689	68.05785	1.10934239262315	68.05785	2.00897531787584	68.05785	3.01645839683023	53.38	4.13355676657584
		68.08415	0.00336416128400864	68.08415	1.11023214430155	68.08415	2.00919530115711	68.08415	3.01516306004267	53.4	4.13450136239782
		68.11045	0.00185701702877276	68.11045	1.10829086791232	68.11045	2.00791939812574	68.11045	3.01805851874429	53.42	4.13166757493188
		68.13675	0.00244910941475827	68.13675	1.10901884655828	68.13675	2.00906331118835	68.13675	3.01531545260591	53.44	4.13213987284287
		68.16305	0.00209923664122137	68.16305	1.10982771172046	68.16305	2.00840336134454	68.16305	3.01661078939348	53.46	4.13497366030881
		68.18935	0.00266441573693482	68.18935	1.11039391733398	68.18935	2.00822737471952	68.18935	3.01539164888753	53.48	4.13166757493188
		68.21565	0.00285280876883925	68.21565	1.10893796004206	68.21565	2.00818337806327	68.21565	3.01592502285888	53.5	4.13497366030881
		68.24195	0.0031488549618321	68.24195	1.10918061959071	68.24195	2.00835936468828	68.24195	3.01531545260591	53.52	4.13261217075386
		68.26825	0.00215306322176551	68.26825	1.10905928981639	68.26825	2.00879933125082	68.26825	3.01676318195672	53.54	4.13213987284287
		68.29455	0.00196467018986103	68.29455	1.1090997330745	68.29455	2.00813938140701	68.29455	3.01470588235294	53.56	4.13308446866485
		68.32085	0.00161479741632413	68.32085	1.11059613362452	68.32085	2.00875533459457	68.32085	3.01577263029564	53.58	4.1354459582198
		68.34715	0.00293354863965546	68.34715	1.10954460891369	68.34715	2.0091073078446	68.34715	3.01470588235294	53.6	4.13450136239782
		68.37345	0.00271824231747896	68.37345	1.11039391733398	68.37345	2.0101632275947	68.37345	3.01394391953673	53.62	4.13497366030881
		68.39975	0.00328342141319244	68.39975	1.10994904149478	68.39975	2.00805138809451	68.39975	3.01554404145078	53.64	4.13591825613079
		68.42605	0.00247602270503034	68.42605	1.11031303081776	68.42605	2.00915130450086	68.42605	3.01493447119781	53.66	4.13213987284287
		68.45235	0.00201849677040517	68.45235	1.11011081452722	68.45235	2.00906331118835	68.45235	3.01577263029564	53.68	4.13166757493188
		68.47865	0.00201849677040517	68.47865	1.10857397071908	68.47865	2.00871133793832	68.47865	3.01584882657726	53.7	4.13213987284287
		68.50495	0.00226071638285379	68.50495	1.10930194936504	68.50495	2.00840336134454	68.50495	3.01531545260591	53.72	4.1354459582198
		68.53125	0.00269132902720689	68.53125	1.10901884655828	68.53125	2.00840336134454	68.53125	3.01577263029564	53.74	4.13402906448683
		68.55755	0.0029873752201997	68.55755	1.10990859823667	68.55755	2.00818337806327	68.55755	3.01607741542213	53.76	4.13261217075386
		68.58385	0.00212614993149344	68.58385	1.10877618700963	68.58385	2.00998724096969	68.58385	3.01516306004267	53.78	4.13733514986376
		68.61015	0.00104961832061069	68.61015	1.10808865162177	68.61015	2.0091073078446	68.61015	3.01485827491618	53.8	4.13308446866485
		68.63645	0.00172245057741241	68.63645	1.11079834991507	68.63645	2.00879933125082	68.63645	3.01379152697348	53.82	4.1401689373297
		68.66275	0.00118418477197103	68.66275	1.10946372239748	68.66275	2.00998724096969	68.66275	3.0145534897897	53.84	4.13213987284287
		68.68905	0.00209923664122137	68.68905	1.10962549542991	68.68905	2.00831536803203	68.68905	3.01607741542213	53.86	4.13402906448683
		68.71535	0.00239528283421413	68.71535	1.10970638194613	68.71535	2.00884332790708	68.71535	3.01722035964645	53.88	4.13497366030881
		68.74165	0.00193775689958896	68.74165	1.11027258755965	68.74165	2.00778740815698	68.74165	3.01630600426699	53.9	4.13497366030881
		68.76795	0.00183010373850069	68.76795	1.10914017633261	68.76795	2.00809538475076	68.76795	3.01661078939348	53.92	4.13591825613079
		68.79425	0.00172245057741241	68.79425	1.10974682520424	68.79425	2.00761142153196	68.79425	3.01630600426699	53.94	4.13355676657584
		68.82055	0.00201849677040517	68.82055	1.10841219768665	68.82055	2.00963526771965	68.82055	3.01310576043889	53.96	4.13402906448683
		68.84685	0.00309502838128797	68.84685	1.10982771172046	68.84685	2.00866734128206	68.84685	3.013486741847	53.98	4.13591825613079
		68.87315	0.00134566451360345	68.87315	1.1095850521718	68.87315	2.00844735800079	68.87315	3.01280097531241	54	4.13922434150772
		68.89945	0.00226071638285379	68.89945	1.11063657688263	68.89945	2.00875533459457	68.89945	3.0166869856751	54.02	4.13119527702089
		68.92575	0.0020723233509493	68.92575	1.10893796004206	68.92575	2.00827137137578	68.92575	3.01577263029564	54.04	4.13119527702089
